00:00.599  render           | Video append frame 1
00:03.608  render           | Video append frame 823
00:03.611  render           | Video append frame 824
00:03.614  render           | Video append frame 825
00:03.618  render           | Video append frame 826
00:03.621  render           | Video append frame 827
00:03.625  render           | Video append frame 828
00:03.628  render           | Video append frame 829
00:03.632  render           | Video append frame 830
00:03.635  render           | Video append frame 831
00:03.638  render           | Video append frame 832
00:03.642  render           | Video append frame 833
00:03.646  render           | Video append frame 834
00:03.649  render           | Video append frame 835
00:03.653  render           | Video append frame 836
00:03.656  render           | Video append frame 837
00:03.660  render           | Video append frame 838
00:03.663  render           | Video append frame 839
00:03.667  render           | Video append frame 840
00:03.670  render           | Video append frame 841
00:03.675  render           | Video append frame 842
00:03.680  render           | Video append frame 843
00:03.684  render           | Video append frame 844
00:03.688  render           | Video append frame 845
00:03.691  render           | Video append frame 846
00:03.695  render           | Video append frame 847
00:03.699  render           | Video append frame 848
00:03.703  render           | Video append frame 849
00:03.707  render           | Video append frame 850
00:03.712  render           | Video append frame 851
00:03.716  render           | Video append frame 852
00:03.720  render           | Video append frame 853
00:03.725  render           | Video append frame 854
00:03.732  render           | Video append frame 855
00:03.736  render           | Video append frame 856
00:03.739  render           | Video append frame 857
00:03.744  render           | Video append frame 858
00:03.748  render           | Video append frame 859
00:03.751  render           | Video append frame 860
00:03.756  render           | Video append frame 861
00:03.760  render           | Video append frame 862
00:03.764  render           | Video append frame 863
00:03.769  render           | Video append frame 864
00:03.773  render           | Video append frame 865
00:03.777  render           | Video append frame 866
00:03.781  render           | Video append frame 867
00:03.787  render           | Video append frame 868
00:03.791  render           | Video append frame 869
00:03.795  render           | Video append frame 870
00:03.799  render           | Video append frame 871
00:03.803  render           | Video append frame 872
00:03.808  render           | Video append frame 873
00:03.812  render           | Video append frame 874
00:03.816  render           | Video append frame 875
00:03.821  render           | Video append frame 876
00:03.825  render           | Video append frame 877
00:03.829  render           | Video append frame 878
00:03.833  render           | Video append frame 879
00:03.839  render           | Video append frame 880
00:03.843  render           | Video append frame 881
00:03.848  render           | Video append frame 882
00:03.853  render           | Video append frame 883
00:03.857  render           | Video append frame 884
00:03.863  render           | Video append frame 885
00:03.867  render           | Video append frame 886
00:03.871  render           | Video append frame 887
00:03.875  render           | Video append frame 888
00:03.879  render           | Video append frame 889
00:03.884  render           | Video append frame 890
00:03.889  render           | Video append frame 891
00:03.893  render           | Video append frame 892
00:03.897  render           | Video append frame 893
00:03.901  render           | Video append frame 894
00:03.905  render           | Video append frame 895
00:03.909  render           | Video append frame 896
00:03.914  render           | Video append frame 897
00:03.918  render           | Video append frame 898
00:03.923  render           | Video append frame 899
00:03.927  render           | Video append frame 900
00:03.932  render           | Video append frame 901
00:03.936  render           | Video append frame 902
00:03.939  render           | Video append frame 903
00:03.943  render           | Video append frame 904
00:03.947  render           | Video append frame 905
00:03.951  render           | Video append frame 906
00:03.955  render           | Video append frame 907
00:03.960  render           | Video append frame 908
00:03.965  render           | Video append frame 909
00:03.968  render           | Video append frame 910
00:03.972  render           | Video append frame 911
00:03.977  render           | Video append frame 912
00:03.984  render           | Video append frame 913
00:03.988  render           | Video append frame 914
00:03.992  render           | Video append frame 915
00:03.996  render           | Video append frame 916
00:04.000  render           | Video append frame 917
00:04.004  render           | Video append frame 918
00:04.008  render           | Video append frame 919
00:04.012  render           | Video append frame 920
00:04.016  render           | Video append frame 921
00:04.020  render           | Video append frame 922
00:04.024  render           | Video append frame 923
00:04.028  render           | Video append frame 924
00:04.032  render           | Video append frame 925
00:04.036  render           | Video append frame 926
00:04.041  render           | Video append frame 927
00:04.045  render           | Video append frame 928
00:04.049  render           | Video append frame 929
00:04.053  render           | Video append frame 930
00:04.057  render           | Video append frame 931
00:04.060  render           | Video append frame 932
00:04.065  render           | Video append frame 933
00:04.069  render           | Video append frame 934
00:04.072  render           | Video append frame 935
00:04.075  render           | Video append frame 936
00:04.079  render           | Video append frame 937
00:04.083  render           | Video append frame 938
00:04.086  render           | Video append frame 939
00:04.090  render           | Video append frame 940
00:04.093  render           | Video append frame 941
00:04.097  render           | Video append frame 942
00:04.101  render           | Video append frame 943
00:04.106  render           | Video append frame 944
00:04.110  render           | Video append frame 945
00:04.114  render           | Video append frame 946
00:04.117  render           | Video append frame 947
00:04.120  render           | Video append frame 948
00:04.123  render           | Video append frame 949
00:04.127  render           | Video append frame 950
00:04.130  render           | Video append frame 951
00:04.133  render           | Video append frame 952
00:04.136  render           | Video append frame 953
00:04.140  render           | Video append frame 954
00:04.143  render           | Video append frame 955
00:04.146  render           | Video append frame 956
00:04.150  render           | Video append frame 957
00:04.153  render           | Video append frame 958
00:04.156  render           | Video append frame 959
00:04.160  render           | Video append frame 960
00:04.163  render           | Video append frame 961
00:04.167  render           | Video append frame 962
00:04.171  render           | Video append frame 963
00:04.175  render           | Video append frame 964
00:04.179  render           | Video append frame 965
00:04.182  render           | Video append frame 966
00:04.186  render           | Video append frame 967
00:04.189  render           | Video append frame 968
00:04.192  render           | Video append frame 969
00:04.195  render           | Video append frame 970
00:04.199  render           | Video append frame 971
00:04.203  render           | Video append frame 972
00:04.206  render           | Video append frame 973
00:04.209  render           | Video append frame 974
00:04.213  render           | Video append frame 975
00:04.216  render           | Video append frame 976
00:04.219  render           | Video append frame 977
00:04.223  render           | Video append frame 978
00:04.226  render           | Video append frame 979
00:04.230  render           | Video append frame 980
00:04.233  render           | Video append frame 981
00:04.236  render           | Video append frame 982
00:04.239  render           | Video append frame 983
00:04.243  render           | Video append frame 984
00:04.246  render           | Video append frame 985
00:04.250  render           | Video append frame 986
00:04.253  render           | Video append frame 987
00:04.257  render           | Video append frame 988
00:04.260  render           | Video append frame 989
00:04.263  render           | Video append frame 990
00:04.267  render           | Video append frame 991
00:04.270  render           | Video append frame 992
00:04.273  render           | Video append frame 993
00:04.277  render           | Video append frame 994
00:04.280  render           | Video append frame 995
00:04.283  render           | Video append frame 996
00:04.286  render           | Video append frame 997
00:04.290  render           | Video append frame 998
00:04.294  render           | Video append frame 999
00:04.297  render           | Video append frame 1000
00:04.301  render           | Video append frame 1001
00:04.304  render           | Video append frame 1002
00:04.307  render           | Video append frame 1003
00:04.310  render           | Video append frame 1004
00:04.313  render           | Video append frame 1005
00:04.317  render           | Video append frame 1006
00:04.320  render           | Video append frame 1007
00:04.323  render           | Video append frame 1008
00:04.327  render           | Video append frame 1009
00:04.330  render           | Video append frame 1010
00:04.334  render           | Video append frame 1011
00:04.337  render           | Video append frame 1012
00:04.341  render           | Video append frame 1013
00:04.345  render           | Video append frame 1014
00:04.348  render           | Video append frame 1015
00:04.352  render           | Video append frame 1016
00:04.355  render           | Video append frame 1017
00:04.359  render           | Video append frame 1018
00:04.362  render           | Video append frame 1019
00:04.365  render           | Video append frame 1020
00:04.368  render           | Video append frame 1021
00:04.371  render           | Video append frame 1022
00:04.375  render           | Video append frame 1023
00:04.378  render           | Video append frame 1024
00:04.381  render           | Video append frame 1025
00:04.384  render           | Video append frame 1026
00:04.388  render           | Video append frame 1027
00:04.391  render           | Video append frame 1028
00:04.394  render           | Video append frame 1029
00:04.398  render           | Video append frame 1030
00:04.401  render           | Video append frame 1031
00:04.404  render           | Video append frame 1032
00:04.408  render           | Video append frame 1033
00:04.411  render           | Video append frame 1034
00:04.415  render           | Video append frame 1035
00:04.418  render           | Video append frame 1036
00:04.422  render           | Video append frame 1037
00:04.425  render           | Video append frame 1038
00:04.429  render           | Video append frame 1039
00:04.432  render           | Video append frame 1040
00:04.435  render           | Video append frame 1041
00:04.438  render           | Video append frame 1042
00:04.441  render           | Video append frame 1043
00:04.445  render           | Video append frame 1044
00:04.448  render           | Video append frame 1045
00:04.451  render           | Video append frame 1046
00:04.454  render           | Video append frame 1047
00:04.457  render           | Video append frame 1048
00:04.461  render           | Video append frame 1049
00:04.464  render           | Video append frame 1050
00:04.467  render           | Video append frame 1051
00:04.471  render           | Video append frame 1052
00:04.476  render           | Video append frame 1053
00:04.480  render           | Video append frame 1054
00:04.484  render           | Video append frame 1055
00:04.487  render           | Video append frame 1056
00:04.491  render           | Video append frame 1057
00:04.494  render           | Video append frame 1058
00:04.498  render           | Video append frame 1059
00:04.501  render           | Video append frame 1060
00:04.505  render           | Video append frame 1061
00:04.508  render           | Video append frame 1062
00:04.512  render           | Video append frame 1063
00:04.515  render           | Video append frame 1064
00:04.518  render           | Video append frame 1065
00:04.523  render           | Video append frame 1066
00:04.527  render           | Video append frame 1067
00:04.531  render           | Video append frame 1068
00:04.534  render           | Video append frame 1069
00:04.538  render           | Video append frame 1070
00:04.541  render           | Video append frame 1071
00:04.545  render           | Video append frame 1072
00:04.549  render           | Video append frame 1073
00:04.552  render           | Video append frame 1074
00:04.557  render           | Video append frame 1075
00:04.560  render           | Video append frame 1076
00:04.563  render           | Video append frame 1077
00:04.567  render           | Video append frame 1078
00:04.570  render           | Video append frame 1079
00:04.574  render           | Video append frame 1080
00:04.577  render           | Video append frame 1081
00:04.581  render           | Video append frame 1082
00:04.584  render           | Video append frame 1083
00:04.588  render           | Video append frame 1084
00:04.592  render           | Video append frame 1085
00:04.595  render           | Video append frame 1086
00:04.599  render           | Video append frame 1087
00:04.603  render           | Video append frame 1088
00:04.606  render           | Video append frame 1089
00:04.610  render           | Video append frame 1090
00:04.613  render           | Video append frame 1091
00:04.616  render           | Video append frame 1092
00:04.619  render           | Video append frame 1093
00:04.623  render           | Video append frame 1094
00:04.626  render           | Video append frame 1095
00:04.630  render           | Video append frame 1096
00:04.633  render           | Video append frame 1097
00:04.637  render           | Video append frame 1098
00:04.640  render           | Video append frame 1099
00:04.643  render           | Video append frame 1100
00:04.646  render           | Video append frame 1101
00:04.650  render           | Video append frame 1102
00:04.653  render           | Video append frame 1103
00:04.656  render           | Video append frame 1104
00:04.660  render           | Video append frame 1105
00:04.663  render           | Video append frame 1106
00:04.666  render           | Video append frame 1107
00:04.670  render           | Video append frame 1108
00:04.674  render           | Video append frame 1109
00:04.677  render           | Video append frame 1110
00:04.681  render           | Video append frame 1111
00:04.684  render           | Video append frame 1112
00:04.687  render           | Video append frame 1113
00:04.691  render           | Video append frame 1114
00:04.694  render           | Video append frame 1115
00:04.697  render           | Video append frame 1116
00:04.700  render           | Video append frame 1117
00:04.704  render           | Video append frame 1118
00:04.707  render           | Video append frame 1119
00:04.710  render           | Video append frame 1120
00:04.714  render           | Video append frame 1121
00:04.718  render           | Video append frame 1122
00:04.722  render           | Video append frame 1123
00:04.726  render           | Video append frame 1124
00:04.730  render           | Video append frame 1125
00:04.733  render           | Video append frame 1126
00:04.737  render           | Video append frame 1127
00:04.741  render           | Video append frame 1128
00:04.745  render           | Video append frame 1129
00:04.749  render           | Video append frame 1130
00:04.752  render           | Video append frame 1131
00:04.756  render           | Video append frame 1132
00:04.759  render           | Video append frame 1133
00:04.763  render           | Video append frame 1134
00:04.767  render           | Video append frame 1135
00:04.770  render           | Video append frame 1136
00:04.774  render           | Video append frame 1137
00:04.777  render           | Video append frame 1138
00:04.780  render           | Video append frame 1139
00:04.784  render           | Video append frame 1140
00:04.787  render           | Video append frame 1141
00:04.791  render           | Video append frame 1142
00:04.795  render           | Video append frame 1143
00:04.799  render           | Video append frame 1144
00:04.802  render           | Video append frame 1145
00:04.806  render           | Video append frame 1146
00:04.810  render           | Video append frame 1147
00:04.813  render           | Video append frame 1148
00:04.816  render           | Video append frame 1149
00:04.820  render           | Video append frame 1150
00:04.823  render           | Video append frame 1151
00:04.826  render           | Video append frame 1152
00:04.830  render           | Video append frame 1153
00:04.833  render           | Video append frame 1154
00:04.837  render           | Video append frame 1155
00:04.841  render           | Video append frame 1156
00:04.844  render           | Video append frame 1157
00:04.847  render           | Video append frame 1158
00:04.851  render           | Video append frame 1159
00:04.855  render           | Video append frame 1160
00:04.858  render           | Video append frame 1161
00:04.861  render           | Video append frame 1162
00:04.864  render           | Video append frame 1163
00:04.868  render           | Video append frame 1164
00:04.871  render           | Video append frame 1165
00:04.874  render           | Video append frame 1166
00:04.877  render           | Video append frame 1167
00:04.880  render           | Video append frame 1168
00:04.884  render           | Video append frame 1169
00:04.887  render           | Video append frame 1170
00:04.891  render           | Video append frame 1171
00:04.895  render           | Video append frame 1172
00:04.898  render           | Video append frame 1173
00:04.901  render           | Video append frame 1174
00:04.905  render           | Video append frame 1175
00:04.908  render           | Video append frame 1176
00:04.911  render           | Video append frame 1177
00:04.915  render           | Video append frame 1178
00:04.918  render           | Video append frame 1179
00:04.922  render           | Video append frame 1180
00:04.925  render           | Video append frame 1181
00:04.928  render           | Video append frame 1182
00:04.931  render           | Video append frame 1183
00:04.934  render           | Video append frame 1184
00:04.938  render           | Video append frame 1185
00:04.941  render           | Video append frame 1186
00:04.944  render           | Video append frame 1187
00:04.947  render           | Video append frame 1188
00:04.951  render           | Video append frame 1189
00:04.954  render           | Video append frame 1190
00:04.957  render           | Video append frame 1191
00:04.960  render           | Video append frame 1192
00:04.964  render           | Video append frame 1193
00:04.967  render           | Video append frame 1194
00:04.971  render           | Video append frame 1195
00:04.974  render           | Video append frame 1196
00:04.978  render           | Video append frame 1197
00:04.981  render           | Video append frame 1198
00:04.985  render           | Video append frame 1199
00:04.988  render           | Video append frame 1200
00:04.991  render           | Video append frame 1201
00:04.994  render           | Video append frame 1202
00:04.997  render           | Video append frame 1203
00:05.001  render           | Video append frame 1204
00:05.004  render           | Video append frame 1205
00:05.007  render           | Video append frame 1206
00:05.012  render           | Video append frame 1207
00:05.015  render           | Video append frame 1208
00:05.018  render           | Video append frame 1209
00:05.022  render           | Video append frame 1210
00:05.026  render           | Video append frame 1211
00:05.029  render           | Video append frame 1212
00:05.032  render           | Video append frame 1213
00:05.036  render           | Video append frame 1214
00:05.040  render           | Video append frame 1215
00:05.043  render           | Video append frame 1216
00:05.046  render           | Video append frame 1217
00:05.049  render           | Video append frame 1218
00:05.053  render           | Video append frame 1219
00:05.056  render           | Video append frame 1220
00:05.060  render           | Video append frame 1221
00:05.063  render           | Video append frame 1222
00:05.067  render           | Video append frame 1223
00:05.070  render           | Video append frame 1224
00:05.073  render           | Video append frame 1225
00:05.076  render           | Video append frame 1226
00:05.079  render           | Video append frame 1227
00:05.083  render           | Video append frame 1228
00:05.086  render           | Video append frame 1229
00:05.090  render           | Video append frame 1230
00:05.093  render           | Video append frame 1231
00:05.097  render           | Video append frame 1232
00:05.101  render           | Video append frame 1233
00:05.104  render           | Video append frame 1234
00:05.108  render           | Video append frame 1235
00:05.111  render           | Video append frame 1236
00:05.115  render           | Video append frame 1237
00:05.118  render           | Video append frame 1238
00:05.121  render           | Video append frame 1239
00:05.124  render           | Video append frame 1240
00:05.127  render           | Video append frame 1241
00:05.130  render           | Video append frame 1242
00:05.133  render           | Video append frame 1243
00:05.136  render           | Video append frame 1244
00:05.139  render           | Video append frame 1245
00:05.142  render           | Video append frame 1246
00:05.145  render           | Video append frame 1247
00:05.148  render           | Video append frame 1248
00:05.155  render           | Video append frame 1249
00:05.158  render           | Video append frame 1250
00:05.161  render           | Video append frame 1251
00:05.165  render           | Video append frame 1252
00:05.169  render           | Video append frame 1253
00:05.172  render           | Video append frame 1254
00:05.175  render           | Video append frame 1255
00:05.178  render           | Video append frame 1256
00:05.180  render           | Video append frame 1257
00:05.183  render           | Video append frame 1258
00:05.186  render           | Video append frame 1259
00:05.188  render           | Video append frame 1260
00:05.191  render           | Video append frame 1261
00:05.194  render           | Video append frame 1262
00:05.197  render           | Video append frame 1263
00:05.200  render           | Video append frame 1264
00:05.202  render           | Video append frame 1265
00:05.205  render           | Video append frame 1266
00:05.208  render           | Video append frame 1267
00:05.211  render           | Video append frame 1268
00:05.214  render           | Video append frame 1269
00:05.217  render           | Video append frame 1270
00:05.220  render           | Video append frame 1271
00:05.223  render           | Video append frame 1272
00:05.226  render           | Video append frame 1273
00:05.229  render           | Video append frame 1274
00:05.231  render           | Video append frame 1275
00:05.234  render           | Video append frame 1276
00:05.237  render           | Video append frame 1277
00:05.239  render           | Video append frame 1278
00:05.242  render           | Video append frame 1279
00:05.245  render           | Video append frame 1280
00:05.248  render           | Video append frame 1281
00:05.250  render           | Video append frame 1282
00:05.253  render           | Video append frame 1283
00:05.256  render           | Video append frame 1284
00:05.259  render           | Video append frame 1285
00:05.262  render           | Video append frame 1286
00:05.265  render           | Video append frame 1287
00:05.268  render           | Video append frame 1288
00:05.271  render           | Video append frame 1289
00:05.274  render           | Video append frame 1290
00:05.277  render           | Video append frame 1291
00:05.279  render           | Video append frame 1292
00:05.282  render           | Video append frame 1293
00:05.285  render           | Video append frame 1294
00:05.288  render           | Video append frame 1295
00:05.291  render           | Video append frame 1296
00:05.293  render           | Video append frame 1297
00:05.297  render           | Video append frame 1298
00:05.300  render           | Video append frame 1299
00:05.303  render           | Video append frame 1300
00:05.305  render           | Video append frame 1301
00:05.308  render           | Video append frame 1302
00:05.311  render           | Video append frame 1303
00:05.314  render           | Video append frame 1304
00:05.316  render           | Video append frame 1305
00:05.319  render           | Video append frame 1306
00:05.322  render           | Video append frame 1307
00:05.325  render           | Video append frame 1308
00:05.328  render           | Video append frame 1309
00:05.331  render           | Video append frame 1310
00:05.334  render           | Video append frame 1311
00:05.336  render           | Video append frame 1312
00:05.339  render           | Video append frame 1313
00:05.342  render           | Video append frame 1314
00:05.345  render           | Video append frame 1315
00:05.348  render           | Video append frame 1316
00:05.351  render           | Video append frame 1317
00:05.354  render           | Video append frame 1318
00:05.356  render           | Video append frame 1319
00:05.359  render           | Video append frame 1320
00:05.362  render           | Video append frame 1321
00:05.365  render           | Video append frame 1322
00:05.367  render           | Video append frame 1323
00:05.370  render           | Video append frame 1324
00:05.373  render           | Video append frame 1325
00:05.376  render           | Video append frame 1326
00:05.378  render           | Video append frame 1327
00:05.381  render           | Video append frame 1328
00:05.384  render           | Video append frame 1329
00:05.387  render           | Video append frame 1330
00:05.390  render           | Video append frame 1331
00:05.393  render           | Video append frame 1332
00:05.396  render           | Video append frame 1333
00:05.399  render           | Video append frame 1334
00:05.402  render           | Video append frame 1335
00:05.405  render           | Video append frame 1336
00:05.408  render           | Video append frame 1337
00:05.411  render           | Video append frame 1338
00:05.414  render           | Video append frame 1339
00:05.417  render           | Video append frame 1340
00:05.420  render           | Video append frame 1341
00:05.423  render           | Video append frame 1342
00:05.426  render           | Video append frame 1343
00:05.430  render           | Video append frame 1344
00:05.432  render           | Video append frame 1345
00:05.436  render           | Video append frame 1346
00:05.439  render           | Video append frame 1347
00:05.442  render           | Video append frame 1348
00:05.445  render           | Video append frame 1349
00:05.447  render           | Video append frame 1350
00:05.451  render           | Video append frame 1351
00:05.453  render           | Video append frame 1352
00:05.456  render           | Video append frame 1353
00:05.459  render           | Video append frame 1354
00:05.461  render           | Video append frame 1355
00:05.464  render           | Video append frame 1356
00:05.466  render           | Video append frame 1357
00:05.469  render           | Video append frame 1358
00:05.472  render           | Video append frame 1359
00:05.475  render           | Video append frame 1360
00:05.477  render           | Video append frame 1361
00:05.480  render           | Video append frame 1362
00:05.483  render           | Video append frame 1363
00:05.485  render           | Video append frame 1364
00:05.488  render           | Video append frame 1365
00:05.491  render           | Video append frame 1366
00:05.493  render           | Video append frame 1367
00:05.496  render           | Video append frame 1368
00:05.499  render           | Video append frame 1369
00:05.501  render           | Video append frame 1370
00:05.504  render           | Video append frame 1371
00:05.507  render           | Video append frame 1372
00:05.510  render           | Video append frame 1373
00:05.512  render           | Video append frame 1374
00:05.515  render           | Video append frame 1375
00:05.518  render           | Video append frame 1376
00:05.521  render           | Video append frame 1377
00:05.523  render           | Video append frame 1378
00:05.526  render           | Video append frame 1379
00:05.529  render           | Video append frame 1380
00:05.532  render           | Video append frame 1381
00:05.535  render           | Video append frame 1382
00:05.538  render           | Video append frame 1383
00:05.540  render           | Video append frame 1384
00:05.543  render           | Video append frame 1385
00:05.546  render           | Video append frame 1386
00:05.549  render           | Video append frame 1387
00:05.552  render           | Video append frame 1388
00:05.555  render           | Video append frame 1389
00:05.557  render           | Video append frame 1390
00:05.560  render           | Video append frame 1391
00:05.563  render           | Video append frame 1392
00:05.566  render           | Video append frame 1393
00:05.569  render           | Video append frame 1394
00:05.571  render           | Video append frame 1395
00:05.574  render           | Video append frame 1396
00:05.576  render           | Video append frame 1397
00:05.579  render           | Video append frame 1398
00:05.582  render           | Video append frame 1399
00:05.584  render           | Video append frame 1400
00:05.587  render           | Video append frame 1401
00:05.590  render           | Video append frame 1402
00:05.592  render           | Video append frame 1403
00:05.595  render           | Video append frame 1404
00:05.598  render           | Video append frame 1405
00:05.601  render           | Video append frame 1406
00:05.603  render           | Video append frame 1407
00:05.606  render           | Video append frame 1408
00:05.609  render           | Video append frame 1409
00:05.611  render           | Video append frame 1410
00:05.614  render           | Video append frame 1411
00:05.617  render           | Video append frame 1412
00:05.619  render           | Video append frame 1413
00:05.622  render           | Video append frame 1414
00:05.625  render           | Video append frame 1415
00:05.627  render           | Video append frame 1416
00:05.630  render           | Video append frame 1417
00:05.633  render           | Video append frame 1418
00:05.635  render           | Video append frame 1419
00:05.638  render           | Video append frame 1420
00:05.641  render           | Video append frame 1421
00:05.643  render           | Video append frame 1422
00:05.646  render           | Video append frame 1423
00:05.649  render           | Video append frame 1424
00:05.651  render           | Video append frame 1425
00:05.654  render           | Video append frame 1426
00:05.657  render           | Video append frame 1427
00:05.659  render           | Video append frame 1428
00:05.662  render           | Video append frame 1429
00:05.664  render           | Video append frame 1430
00:05.667  render           | Video append frame 1431
00:05.670  render           | Video append frame 1432
00:05.673  render           | Video append frame 1433
00:05.675  render           | Video append frame 1434
00:05.678  render           | Video append frame 1435
00:05.681  render           | Video append frame 1436
00:05.684  render           | Video append frame 1437
00:05.686  render           | Video append frame 1438
00:05.689  render           | Video append frame 1439
00:05.691  render           | Video append frame 1440
Info: Saved as "osong_guidance_v12.blend"
[guidance-v12] composition complete
{
  "status": "ok",
  "scene": "Osong_Guidance_V12",
  "movie_strips": 1,
  "image_strips": 7,
  "sound_strips": 7,
  "frames": [
    1,
    1440
  ],
  "fps": 24,
  "duration_seconds": 60.0,
  "video_path": "/Users/hyeokjae/Desktop/ICTCB/flood/output/guidance_v12/osong_guidance_v12_60s.mp4",
  "video_bytes": 10493334,
  "blend_path": "/Users/hyeokjae/Desktop/ICTCB/flood/blender/osong_guidance_v12.blend",
  "blend_bytes": 87653
}
Blender 5.2.0 LTS (hash fbe6228777e7 built 2026-07-14 01:31:22)

Blender quit

DEBUG:BlenderGIS.core.checkdeps:GDAL Python binding unavailable
DEBUG:BlenderGIS.core.checkdeps:PyProj unavailable
DEBUG:BlenderGIS.core.checkdeps:Pillow unavailable
DEBUG:BlenderGIS.core.checkdeps:ImageIO Freeimage plugin available
/Users/hyeokjae/Desktop/ICTCB/flood/blender/compose_guidance_video_v12.py:34: DeprecationWarning: 'MovieStrip.frame_final_duration' is expected to be removed in Blender 6.0
  base.frame_final_duration = manifest["base_frame_end"]
/Users/hyeokjae/Desktop/ICTCB/flood/blender/compose_guidance_video_v12.py:16: DeprecationWarning: 'ImageStrip.frame_final_duration' is expected to be removed in Blender 6.0
  strip.frame_final_duration = duration
